,rarity_rank,tipus,skin,traits,owner
1418,9376,Female,Albino-skinned,"Black Lipstick, Frumpy Hair, Regular Shades",0xD4fa6E
1419,9398,Male,Albino-skinned,"Big Shades, Frumpy Hair",0x536C73
1420,1983,Female,Mid-skinned,"Blonde Bob, Blue Eye Shadow, Purple Lipstick",0xDDFdcB
1421,3250,Male,Light-skinned,"Big Shades, Purple Hair",0x26f744
1422,4922,Male,Light-skinned,"Clown Eyes Blue, Hoodie, Pipe",0x9A9358
1423,8285,Male,Light-skinned,"Mohawk Thin, Small Shades",0x561786
1424,7272,Male,Mid-skinned,"Cigarette, Goat, Headband, Nerd Glasses",0x484A12
1425,1930,Male,Mid-skinned,"Chinstrap, Smile, Vampire Hair",0xC6a820
1426,3578,Female,Albino-skinned,"Medical Mask, Stringy Hair",0x47D4f2
1427,9989,Female,Light-skinned,"Bandana, Cigarette",Opensea
1428,1154,Female,Light-skinned,"Blonde Short, Clown Eyes Blue",0x577eBC
1429,5249,Male,Dark-skinned,"Frown, Peak Spike",0x1C41D8
1430,6133,Male,Dark-skinned,"Chinstrap, Do-rag, Earring, Horned Rim Glasses",0xd12E27
1431,6293,Male,Dark-skinned,"Eye Mask, Luxurious Beard, Mohawk",0x4084dF
1432,7555,Male,Light-skinned,"Big Shades, Do-rag",0xC272Ed
1433,148,Female,Mid-skinned,"Gold Chain, Pilot Helmet",0x8Dbbca
1434,1630,Female,Dark-skinned,"Earring, Eye Patch, Straight Hair Blonde, Hidden Earring",0x577eBC
1435,7664,Male,Mid-skinned,"Clown Eyes Green, Earring, Headband, Muttonchops",0xfD6bF7
1436,9272,Male,Dark-skinned,"Mohawk, Mole",0x269616
1437,7339,Male,Light-skinned,"Goat, Wild Hair",0x278DCb
1438,162,Female,Mid-skinned,Pilot Helmet,0xEb1FBB
1439,6339,Male,Mid-skinned,"3D Glasses, Earring, Muttonchops, Stringy Hair",0xB5696E
1440,8711,Male,Mid-skinned,"Earring, Headband",0x487421
1441,7167,Female,Dark-skinned,"Earring, Eye Mask, Frumpy Hair, Purple Lipstick, Hidden Earring",0xD79b93
1442,7130,Female,Dark-skinned,"Crazy Hair, Earring, Eye Mask, Hidden Earring",Opensea
1443,8121,Male,Mid-skinned,"Cap, Small Shades",0x0AE8A4
1444,9887,Female,Mid-skinned,"Bandana, Classic Shades",0x94de7E
1445,5085,Male,Mid-skinned,"Front Beard Dark, Headband",0x96A691
1446,649,Female,Dark-skinned,"Hot Lipstick, Pigtails",0x296E0C
1447,4799,Male,Albino-skinned,"Cigarette, Eye Patch, Frown, Hoodie",0x008c84
1448,7833,Male,Light-skinned,"Frumpy Hair, Pipe, VR",0x655a03
1449,9926,Female,Dark-skinned,"Bandana, Big Shades",Opensea
1450,6438,Female,Mid-skinned,"3D Glasses, Hot Lipstick, Mohawk Dark",0x69021A
1451,9884,Male,Light-skinned,"Bandana, Classic Shades, Earring",0xb9682E
1452,9957,Female,Mid-skinned,"Bandana, Earring, Mole, Purple Lipstick",0x68A7Ac
1453,2204,Female,Mid-skinned,"Blonde Bob, Clown Eyes Blue, Purple Lipstick",0x577eBC
1454,2424,Female,Light-skinned,"Earring, Red Mohawk",0x9B4575
1455,1643,Female,Mid-skinned,"Earring, Purple Lipstick, Regular Shades, Wild Blonde",0xC5FaF1
1456,8690,Male,Mid-skinned,"Headband, Mole",0x4bbb41
1457,9155,Female,Light-skinned,"Cigarette, Mohawk Thin, Regular Shades",0x1C41D8
1458,7823,Male,Dark-skinned,"Cigarette, Earring, Peak Spike",0xD9D8A5
1459,6523,Male,Dark-skinned,"Luxurious Beard, Messy Hair, Nerd Glasses",0xB88F61
1460,6533,Male,Light-skinned,"3D Glasses, Messy Hair",0x513068
1461,2793,Female,Dark-skinned,"Clown Eyes Blue, Straight Hair",0x577eBC
1462,1824,Male,Albino-skinned,"Big Beard, Earring, Eye Patch, Headband",0x8F6b1e
1463,9311,Male,Dark-skinned,"Cigarette, Earring, Mohawk Thin",0x8bE6ad
1464,7582,Male,Light-skinned,"Do-rag, Mole",0x00B278
1465,8990,Male,Mid-skinned,"Cigarette, Mohawk Dark, Regular Shades",0x3d280f
1466,8454,Male,Mid-skinned,"Clown Eyes Green, Stringy Hair",0x7a341c
1467,5805,Female,Mid-skinned,"Green Eye Shadow, Wild Hair",0xb79cd7
1468,2692,Female,Light-skinned,"Hot Lipstick, Straight Hair Dark",0xB88F61
1469,7760,Male,Dark-skinned,"Muttonchops, Regular Shades, Stringy Hair",0xd6a984
1470,454,Female,Light-skinned,"Mohawk Thin, Purple Lipstick, Welding Goggles",0xCffC33
1471,5632,Female,Dark-skinned,"Blue Eye Shadow, Cap",0x9df947
1472,4896,Male,Light-skinned,"Eye Mask, Hoodie",0x19F233
1473,6242,Male,Dark-skinned,"Chinstrap, Earring, Messy Hair",0x027cAE
1474,3424,Male,Mid-skinned,"Big Shades, Gold Chain, Peak Spike",0x87B671
1475,7968,Female,Mid-skinned,"Earring, Mohawk, VR, Hidden Earring",0x50664e
1476,3018,Female,Dark-skinned,"Dark Hair, Earring, Pipe, Hidden Earring",0x535a23
1477,2822,Female,Mid-skinned,"Big Shades, Earring, Straight Hair, Hidden Earring",0xb89c2F
1478,556,Zombie,Zombie-skinned,"Shadow Beard, Wild Hair",0x2cc123
1479,7941,Female,Light-skinned,"Crazy Hair, VR",0x8Dbbca
1480,6175,Male,Light-skinned,"Chinstrap, Small Shades, Stringy Hair",0x954b4C
1481,1070,Male,Light-skinned,"Mohawk Dark, Rosy Cheeks",0x577eBC
1482,9319,Male,Dark-skinned,"Cigarette, Mohawk",0x41EBC4
1483,770,Male,Albino-skinned,"3D Glasses, Frown, Top Hat",0x9d3F4E
1484,4812,Male,Light-skinned,"Earring, Handlebars, Hoodie, Hidden Earring",0x5b68eE
1485,5341,Female,Dark-skinned,"Cap, Earring, Purple Eye Shadow",0xd6a984
1486,7710,Male,Mid-skinned,"Big Shades, Mohawk Thin, Muttonchops",0x7a341c
1487,9433,Female,Mid-skinned,"Black Lipstick, Frumpy Hair",0xd6a984
1488,6327,Male,Light-skinned,"3D Glasses, Shaved Head",0x005734
1489,1328,Female,Light-skinned,"Earring, Purple Lipstick, Wild White Hair, Hidden Earring",0x5655c4
1490,8129,Male,Mid-skinned,"Cap, Clown Eyes Green, Earring",0xa58FF1
1491,2483,Female,Mid-skinned,"Blue Eye Shadow, Clown Hair Green, Earring",0x062C54
1492,1762,Male,Light-skinned,"Big Beard, Police Cap, VR",0x7760E0
1493,1896,Female,Dark-skinned,"Blonde Bob, Cigarette, Hot Lipstick, Mole, Regular Shades",0x577eBC
1494,1288,Female,Mid-skinned,"Black Lipstick, Eye Patch, Wild White Hair",0x729FcB
1495,3105,Female,Light-skinned,"Dark Hair, Hot Lipstick",0x36864B
1496,402,Female,Mid-skinned,"Blonde Short, Welding Goggles",0x26f744
1497,8869,Male,Mid-skinned,"Earring, Knitted Cap, Shadow Beard",0x00B278
1498,8756,Female,Dark-skinned,"Big Shades, Crazy Hair, Earring",0x577eBC
1499,951,Male,Light-skinned,"Crazy Hair, Spots",0x577eBC
1500,9306,Female,Light-skinned,"Hot Lipstick, Mohawk Thin",0x51688C
1501,4050,Male,Mid-skinned,"Police Cap, Shadow Beard",0xFCD457
1502,7092,Male,Light-skinned,"Eye Mask, Shaved Head",0xf75fcD
1503,8625,Male,Dark-skinned,"Headband, Horned Rim Glasses, Shadow Beard",0x00B278
1504,5789,Female,Mid-skinned,"Black Lipstick, Earring, Frumpy Hair, Green Eye Shadow, Hidden Earring",0xaf2B3A
1505,7945,Male,Dark-skinned,"Cigarette, Knitted Cap, VR",0x7a341c
1506,3501,Male,Dark-skinned,"Handlebars, Medical Mask, Peak Spike, Hidden Handlebars",0xB4B37e
1507,1354,Male,Dark-skinned,"Cowboy Hat, Earring, Smile",0xb4Bb41
1508,133,Female,Light-skinned,"Black Lipstick, Choker, Horned Rim Glasses, Mohawk Dark",0x0eb9a7
1509,6149,Male,Mid-skinned,"Chinstrap, Nerd Glasses, Peak Spike",0x51853e
1510,6368,Male,Light-skinned,"3D Glasses, Cap",0x3DeE68
1511,7349,Male,Light-skinned,"Goat, Messy Hair",0xD24FF5
1512,9271,Female,Dark-skinned,"Mohawk Thin, Mole",0x9113D4
1513,461,Female,Light-skinned,"Black Lipstick, Frumpy Hair, Mole, Welding Goggles",0xbb1eC7
1514,719,Female,Dark-skinned,"Hot Lipstick, Pink With Hat, Regular Shades",0x1b3111
1515,5057,Male,Mid-skinned,"Front Beard Dark, Mohawk Dark, VR",0x0f19B8
1516,8922,Male,Light-skinned,"Knitted Cap, Mole",0xCF014e
1517,8264,Male,Mid-skinned,"Earring, Knitted Cap, Small Shades",0x773d16
1518,6646,Male,Dark-skinned,"Classic Shades, Knitted Cap, Mustache",0xB88F61
1519,8095,Male,Albino-skinned,Messy Hair,0x69021A
1520,3543,Female,Light-skinned,"Clown Eyes Green, Medical Mask, Mohawk Dark",0xa8f8f5
1521,6643,Male,Light-skinned,"Crazy Hair, Mustache",0x16A7CF
1522,3201,Male,Light-skinned,"Classic Shades, Muttonchops, Purple Hair",0xB47A70
1523,581,Female,Mid-skinned,"Blue Eye Shadow, Pigtails",0x6277a1
1524,9467,Male,Dark-skinned,"Earring, Frumpy Hair",0xB88F61
1525,6966,Male,Albino-skinned,"Bandana, Normal Beard, Small Shades",0x3BE89b
1526,487,Zombie,Zombie-skinned,"Cap, Eye Patch, Gold Chain",0x2f2f23
1527,2335,Female,Dark-skinned,"Black Lipstick, Half Shaved, Mole",0xe703f2
1528,5010,Male,Dark-skinned,"3D Glasses, Bandana, Front Beard Dark",0x2d8d75
1529,2134,Female,Albino-skinned,"Pipe, Red Mohawk",0x31a5Ff
1530,8842,Male,Albino-skinned,"Eye Patch, Knitted Cap",0x00B278
1531,7797,Male,Mid-skinned,"Peak Spike, Regular Shades",Opensea
1532,9238,Male,Light-skinned,"Mohawk Thin, Nerd Glasses",0x8Fd884
1533,8704,Male,Mid-skinned,"Cigarette, Headband",0x989680
1534,5869,Male,Mid-skinned,"Bandana, Muttonchops, Vape",0xdc9e11
1535,3055,Female,Dark-skinned,"Classic Shades, Dark Hair, Earring, Hidden Earring",0xFa898e
1536,361,Male,Mid-skinned,"Buck Teeth, Crazy Hair, Normal Beard",0xB88F61
1537,2160,Male,Dark-skinned,Vampire Hair,0x6301Ad
1538,6609,Male,Light-skinned,"Cap, Earring, Mustache",0xC352B5
1539,9118,Male,Mid-skinned,"Classic Shades, Mohawk Thin",0xC0D95f
1540,8940,Male,Mid-skinned,"Cigarette, Knitted Cap",0x00B278
1541,6597,Male,Light-skinned,"Crazy Hair, Mustache, Pipe",0xA64BdD
1542,6464,Male,Dark-skinned,"Luxurious Beard, Mohawk Thin",0x4084dF
1543,7091,Male,Dark-skinned,"Do-rag, Eye Mask",0x68A7Ac
1544,2010,Female,Dark-skinned,"Earring, Green Eye Shadow, Half Shaved, Purple Lipstick, Hidden Earring",0x3BE89b
1545,9406,Female,Light-skinned,"Big Shades, Frumpy Hair",0xE83C75
1546,5494,Male,Light-skinned,"Handlebars, Peak Spike, Regular Shades",0xD0add2
1547,106,Female,Dark-skinned,"Blonde Short, Choker",0x577eBC
1548,9281,Female,Dark-skinned,"Earring, Mohawk Thin, Purple Lipstick",0x9CbD7D
1549,4709,Male,Mid-skinned,Cap Forward,0x577eBC
1550,8927,Female,Mid-skinned,"Knitted Cap, Purple Lipstick",0x5d89Cc
1551,7598,Male,Light-skinned,"Earring, Shaved Head",0x3BE89b
1552,3061,Female,Mid-skinned,"Dark Hair, Regular Shades",0xd0feE4
1553,7824,Male,Light-skinned,"Cigarette, Earring, Peak Spike",0x68A7Ac
1554,3631,Female,Mid-skinned,"Purple Lipstick, Tassle Hat, Vape",0xB88F61
1555,3813,Male,Mid-skinned,"Fedora, Mustache",0x2cc123
1556,640,Female,Dark-skinned,"Earring, Pigtails, Purple Lipstick",0x7AF332
1557,7694,Male,Mid-skinned,"Knitted Cap, Muttonchops",0x00B278
1558,4445,Male,Dark-skinned,Normal Beard Black,0xd6a984
1559,2559,Male,Light-skinned,Clown Hair Green,0xe13756
1560,4364,Male,Dark-skinned,"Smile, Wild Hair",0x7760E0
1561,2670,Female,Dark-skinned,"Clown Hair Green, Earring, Hot Lipstick, Mole",0x91cDA4
1562,4500,Male,Mid-skinned,Clown Eyes Blue,0x44FAb5
1563,3041,Female,Mid-skinned,"Clown Eyes Blue, Dark Hair, Earring, Hidden Earring",0x24e267
1564,3572,Male,Dark-skinned,"Medical Mask, Wild Hair",0xe2CEa5
1565,5597,Male,Light-skinned,"Handlebars, Wild Hair",0x4bbb41
1566,7846,Female,Mid-skinned,"Headband, Hot Lipstick, Pipe",0x2B93C1
1567,7079,Male,Mid-skinned,"Eye Mask, Goat, Shaved Head",Opensea
1568,4858,Male,Dark-skinned,"Clown Eyes Green, Hoodie, Mustache",0xCffC33
1569,9041,Female,Light-skinned,"Earring, Mohawk Dark, Mole",0x68A7Ac
1570,7677,Male,Dark-skinned,"Headband, Horned Rim Glasses, Muttonchops",0x3BE89b
1571,4589,Male,Mid-skinned,"Cap Forward, Front Beard Dark",0xdc9e11
1572,7650,Male,Dark-skinned,"Crazy Hair, Muttonchops, Small Shades",0x51EC89
1573,8790,Female,Albino-skinned,"Black Lipstick, Crazy Hair",0x554e0B
1574,6328,Male,Light-skinned,"3D Glasses, Do-rag",0x4084dF
1575,7207,Male,Mid-skinned,"Goat, Shaved Head, VR",0x525ba4
1576,4942,Male,Mid-skinned,"Hoodie, Small Shades",0x44FAb5
1577,2533,Male,Dark-skinned,"Clown Hair Green, Normal Beard",0x4084dF
1578,992,Female,Mid-skinned,"Blue Eye Shadow, Dark Hair, Medical Mask, Rosy Cheeks",0x9345D6
1579,211,Female,Albino-skinned,"3D Glasses, Tiara",0x577eBC
1580,7904,Male,Dark-skinned,"Classic Shades, Messy Hair, Pipe",0xDde8DF
1581,7744,Male,Dark-skinned,"Messy Hair, Muttonchops",0x4bbb41
1582,8004,Female,Mid-skinned,"Messy Hair, VR",0x577eBC
1583,2837,Female,Mid-skinned,"Black Lipstick, Straight Hair",0x888104
1584,1972,Male,Dark-skinned,"Handlebars, Vampire Hair",0x09BdF0
1585,5220,Male,Light-skinned,"Frown, Shaved Head, Small Shades",0x258Fc9
1586,8767,Male,Light-skinned,"Crazy Hair, Horned Rim Glasses",0xc991fD
1587,6563,Female,Light-skinned,"3D Glasses, Bandana",0x94de7E
1588,3673,Female,Light-skinned,"Clown Eyes Blue, Tassle Hat",0x7f3aFF
1589,3795,Male,Mid-skinned,"Chinstrap, Fedora",0x584CDF
1590,2083,Male,Mid-skinned,"Normal Beard Black, Small Shades, Vampire Hair",0x9d3F4E
1591,8065,Female,Albino-skinned,Mohawk Thin,0x577eBC
1592,9023,Male,Light-skinned,"Mohawk Dark, Nerd Glasses",0x0c9Afd
1593,2387,Female,Mid-skinned,"Purple Lipstick, Red Mohawk",0x577eBC
1594,7303,Male,Light-skinned,"Goat, Mohawk Dark",0xA6e1EA
1595,1621,Female,Dark-skinned,"Clown Eyes Blue, Straight Hair Blonde",0x27C79A
1596,1123,Female,Light-skinned,"Blonde Short, Earring, Green Eye Shadow",0xCffC33
1597,7346,Male,Albino-skinned,"Goat, Messy Hair",0xBF8090
1598,3606,Female,Dark-skinned,"Blue Eye Shadow, Earring, Purple Lipstick, Tassle Hat, Hidden Earring",0x4084dF
1599,8522,Female,Light-skinned,"Clown Eyes Blue, Earring, Mohawk Thin, Purple Lipstick",0xd6a984
1600,1883,Male,Dark-skinned,"Goat, Silver Chain, Vampire Hair",0x51688C
1601,8857,Male,Mid-skinned,"Classic Shades, Knitted Cap",0xd6a984
1602,7305,Male,Dark-skinned,"Eye Patch, Goat, Mohawk Thin",0x00B278
1603,202,Female,Light-skinned,"Purple Eye Shadow, Tiara",0xD4fa6E
1604,9546,Female,Mid-skinned,"Black Lipstick, Nerd Glasses, Wild Hair",0x062C54
1605,3319,Male,Dark-skinned,"Earring, Frown, Shadow Beard, Shaved Head, VR",0xb5e6ac
1606,3284,Male,Light-skinned,"Cigarette, Front Beard Dark, Mole, Nerd Glasses, Police Cap",0x44FAb5
1607,5536,Male,Mid-skinned,"Earring, Handlebars, Headband",Opensea
1608,1400,Male,Mid-skinned,"Cigarette, Cowboy Hat, Eye Patch, Normal Beard Black",0x005734
1609,184,Female,Light-skinned,"Pilot Helmet, Purple Lipstick",0xB88F61
1610,5143,Male,Dark-skinned,"Front Beard Dark, Wild Hair",0xadB3a2
1611,7970,Male,Dark-skinned,"Mohawk Thin, VR",0x138F2B
1612,2394,Female,Albino-skinned,"Half Shaved, Hot Lipstick",0xD79b93
1613,8700,Male,Dark-skinned,"Cigarette, Earring, Headband",0x3427F9
1614,5587,Male,Light-skinned,"Earring, Frumpy Hair, Handlebars",0x2C4090
1615,4835,Male,Light-skinned,"Chinstrap, Hoodie",0x00B278
1616,9955,Female,Mid-skinned,"Bandana, Black Lipstick",Opensea
1617,5036,Male,Dark-skinned,"Do-rag, Front Beard Dark",0x4bbb41
1618,8406,Female,Albino-skinned,"Clown Eyes Green, Frumpy Hair, Hot Lipstick",0x591660
1619,5822,Female,Mid-skinned,"Green Eye Shadow, Stringy Hair",0x1C41D8
1620,4555,Female,Mid-skinned,"Cigarette, Clown Eyes Blue, Earring",Opensea
1621,2659,Female,Dark-skinned,"Black Lipstick, Cigarette, Clown Hair Green",0xE281b9
1622,8875,Male,Dark-skinned,"Earring, Knitted Cap, Regular Shades",0x124183
1623,2763,Female,Light-skinned,"3D Glasses, Straight Hair",0x20a6F2
1624,6250,Male,Mid-skinned,"Bandana, Chinstrap, Earring, Eye Patch",0x4a298c
1625,8219,Male,Dark-skinned,"Cap, Mole",0xA4Ab20
1626,6524,Female,Mid-skinned,"3D Glasses, Messy Hair, Purple Lipstick",0x052564
1627,3986,Male,Mid-skinned,"Normal Beard Black, Police Cap",0xB88F61
1628,9858,Female,Mid-skinned,"Hot Lipstick, Stringy Hair",0x269616
1629,735,Female,Light-skinned,"Black Lipstick, Pink With Hat",0x363ef1
1630,839,Male,Albino-skinned,"Shadow Beard, Top Hat",0xC46Db2
1631,4024,Male,Albino-skinned,"Police Cap, Small Shades",0x76F181
1632,780,Male,Mid-skinned,"Handlebars, Top Hat",0xB88F61
1633,9961,Male,Dark-skinned,"Bandana, Cigarette, Mole",0xEC46DD
1634,1609,Female,Dark-skinned,"Black Lipstick, Clown Eyes Blue, Mole, Wild Blonde",0x26f744
1635,310,Female,Light-skinned,"Earring, Hot Lipstick, Orange Side, Hidden Earring",0xB88F61
1636,3318,Male,Dark-skinned,"Cigarette, Do-rag, Frown, Normal Beard Black, Regular Shades, Hidden Frown",0x7A3960
1637,1563,Female,Light-skinned,"3D Glasses, Hot Lipstick, Wild Blonde",0xB88F61
1638,5037,Male,Light-skinned,"Do-rag, Front Beard Dark",0x55Afb7
1639,9145,Male,Dark-skinned,"Mohawk, Shadow Beard",0x71710e
1640,3806,Male,Mid-skinned,"Fedora, Mustache, VR",0x989680
1641,5286,Male,Light-skinned,"Frown, Knitted Cap, Mole",0x384BFb
1642,7004,Male,Light-skinned,"Mohawk Dark, Mole, Normal Beard, Hidden Mole",0xCD1aB2
1643,4358,Male,Dark-skinned,"Frumpy Hair, Smile",0x3F390a
1644,1784,Male,Dark-skinned,"Big Beard, Hoodie",0xCffC33
1645,3724,Female,Dark-skinned,"Earring, Purple Lipstick, Tassle Hat, Hidden Earring",0x24e267
1646,6423,Male,Light-skinned,"Earring, Knitted Cap, Luxurious Beard",0x306022
1647,3190,Male,Dark-skinned,"Eye Mask, Purple Hair",0x8Ca89c
1648,8381,Female,Mid-skinned,"Clown Eyes Green, Mohawk Thin, Purple Lipstick",0x77CE19
1649,8732,Male,Albino-skinned,"Crazy Hair, Earring, Regular Shades, Shadow Beard",0xBb511a
1650,4123,Male,Light-skinned,"Clown Nose, Messy Hair, Normal Beard Black",0xCe8a86
1651,73,Male,Mid-skinned,"Beanie, Big Shades, Muttonchops",0x024BCb
1652,3729,Female,Dark-skinned,"Cigarette, Earring, Hot Lipstick, Tassle Hat, Hidden Earring",0x4084dF
1653,4880,Male,Mid-skinned,"Clown Eyes Green, Earring, Hoodie, Normal Beard, Hidden Earring",0x4084dF
1654,3565,Female,Mid-skinned,"Medical Mask, Mohawk",0x50dd57
1655,5237,Male,Light-skinned,"Clown Eyes Green, Frown, Peak Spike",0x4084dF
1656,331,Male,Light-skinned,"Buck Teeth, Purple Hair, Regular Shades",0x577eBC
1657,8198,Male,Mid-skinned,"Cap, Horned Rim Glasses",0x005734
1658,540,Zombie,Zombie-skinned,Stringy Hair,0x66c7A7
1659,2740,Female,Light-skinned,"Purple Eye Shadow, Straight Hair",0xd42fab
1660,7077,Male,Light-skinned,"Bandana, Normal Beard",0x00B278
1661,1177,Female,Light-skinned,"Black Lipstick, Blonde Short, Nerd Glasses",0x577eBC
1662,2461,Female,Light-skinned,"Mole, Purple Eye Shadow, Purple Lipstick, Straight Hair Dark",0xCd2c66
1663,3241,Male,Albino-skinned,"Mole, Purple Hair, Regular Shades",0x577eBC
1664,8224,Female,Dark-skinned,"Cap, Purple Lipstick",0xd6a984
1665,4776,Male,Albino-skinned,"Cap Forward, Cigarette",0xE5C4c4
1666,2618,Female,Dark-skinned,"Purple Lipstick, Regular Shades, Straight Hair Dark",0x577eBC
1667,6489,Male,Mid-skinned,"Frumpy Hair, Luxurious Beard",0x24e267
1668,7300,Male,Dark-skinned,"Earring, Goat, Mohawk Dark",0xF3D56b
1669,429,Female,Mid-skinned,"Red Mohawk, Welding Goggles",0x577eBC
1670,5436,Female,Dark-skinned,"Earring, Purple Eye Shadow, Stringy Hair",0x72BF7f
1671,2748,Female,Albino-skinned,"Blue Eye Shadow, Straight Hair",0x577eBC
1672,9044,Female,Mid-skinned,"Mohawk Dark, Mole",0x00B278
1673,8621,Male,Light-skinned,"Classic Shades, Headband",0xC55D76
1674,4968,Male,Albino-skinned,"Hoodie, Shadow Beard",0x44FAb5
1675,4052,Male,Light-skinned,"Earring, Police Cap, Regular Shades",0x0ec5B4
1676,9445,Male,Mid-skinned,"Frumpy Hair, Mole",0x231d68
1677,4391,Male,Mid-skinned,Front Beard Dark,0x30a356
1678,4549,Female,Mid-skinned,"Clown Eyes Green, Purple Lipstick",0x68A7Ac
1679,3281,Female,Light-skinned,"Cigarette, Earring, Horned Rim Glasses, Purple Lipstick, Tassle Hat, Hidden Earring",0x69021A
1680,5836,Male,Albino-skinned,"Chinstrap, Headband, Vape",0x26f744
1681,2156,Female,Albino-skinned,Red Mohawk,0x26f744
1682,787,Male,Light-skinned,"3D Glasses, Chinstrap, Top Hat",0x0E9AED
1683,6660,Male,Dark-skinned,"Big Shades, Mohawk Dark, Mustache",0xAA3205
1684,100,Female,Dark-skinned,"Choker, Orange Side",0x8Dbbca
1685,4990,Male,Light-skinned,"Hoodie, Nerd Glasses",0x513068
1686,9661,Male,Dark-skinned,"Big Shades, Messy Hair",0x7a341c
1687,849,Male,Dark-skinned,"Horned Rim Glasses, Top Hat",0x577eBC
1688,8440,Female,Mid-skinned,"Clown Eyes Green, Purple Lipstick, Stringy Hair",0xD24FF5
1689,2834,Female,Albino-skinned,"Black Lipstick, Straight Hair",0x6f6Ab4
1690,9912,Male,Light-skinned,"Bandana, Horned Rim Glasses, Mole",0x8aa04e
1691,2780,Female,Light-skinned,"Black Lipstick, Clown Eyes Green, Straight Hair",0x269616
1692,8866,Male,Dark-skinned,"Cigarette, Knitted Cap, Shadow Beard",0x00B278
1693,8348,Female,Dark-skinned,"Clown Eyes Green, Crazy Hair",0x752f4a
1694,733,Female,Mid-skinned,"Black Lipstick, Earring, Pink With Hat, Hidden Earring",0x99B57c
1695,6137,Male,Dark-skinned,"Chinstrap, Earring, Shaved Head",0x99509E
1696,9783,Male,Mid-skinned,"Shadow Beard, Stringy Hair",Opensea
1697,9178,Female,Albino-skinned,"Big Shades, Mohawk Thin, Mole",0xcFCB92
1698,8425,Male,Mid-skinned,"Clown Eyes Green, Wild Hair",0x71710e
1699,7600,Male,Mid-skinned,"Earring, Shaved Head",0x5d89Cc
1700,2002,Female,Mid-skinned,"Blue Eye Shadow, Half Shaved",0xDde8DF
1701,9192,Male,Light-skinned,"Earring, Horned Rim Glasses, Mohawk",0x758353
1702,2456,Male,Dark-skinned,"Clown Hair Green, Front Beard, Frown, Hidden Frown",0xeDe69F
1703,1033,Male,Dark-skinned,"3D Glasses, Do-rag, Muttonchops, Rosy Cheeks",0xF1e1c7
1704,7777,Male,Light-skinned,"Cigarette, Classic Shades, Peak Spike",0xAB6cA2
1705,9235,Female,Light-skinned,"Mohawk, Nerd Glasses",0xA7499A
1706,2352,Female,Mid-skinned,"Black Lipstick, Red Mohawk",0x577eBC
1707,8551,Female,Dark-skinned,"Clown Eyes Blue, Purple Lipstick, Wild Hair",0x68A7Ac
1708,3852,Male,Albino-skinned,Fedora,0x577eBC
1709,5987,Male,Mid-skinned,"Front Beard, Peak Spike",0x72BF7f
1710,276,Female,Mid-skinned,"Classic Shades, Orange Side, Pipe",0x6Ec30F
1711,2539,Female,Dark-skinned,"Eye Mask, Straight Hair Dark",0xA397D0
1712,4055,Male,Light-skinned,"Police Cap, Regular Shades",0x78f026
1713,9874,Female,Mid-skinned,"Earring, Stringy Hair",0x269616
1714,109,Female,Albino-skinned,"Choker, Classic Shades, Straight Hair Blonde",0xCffC33
1715,2027,Female,Light-skinned,"Green Eye Shadow, Half Shaved",0x6611fE
1716,9137,Male,Albino-skinned,"Mohawk Thin, Shadow Beard",0x445C77
1717,6249,Male,Light-skinned,"Bandana, Chinstrap, Earring, Eye Patch",0x6301Ad
1718,4434,Male,Albino-skinned,"Luxurious Beard, Mole, Hidden Mole",0x44FAb5
1719,4766,Male,Albino-skinned,"Cap Forward, Earring, Nerd Glasses",0x486D58
1720,1410,Male,Mid-skinned,"Big Shades, Cowboy Hat, Normal Beard",0x592a51
1721,634,Female,Mid-skinned,"Black Lipstick, Earring, Pigtails",0x087173
1722,3814,Male,Light-skinned,"Fedora, Nerd Glasses, Normal Beard Black",0x9AAd50
